count,execution_id,first_difference_pearson,max,mean,metric,min,mps_enabled,pearson,scene_id,timing
186,i2-i21-0245,-0.026025239988273458,34784.0,34724.645161290326,raw_points,34656.0,True,0.15263658246468453,scene-0245,module:data_preprocessor
186,i2-i21-0245,0.007978903375888413,34784.0,34724.645161290326,raw_points,34656.0,True,0.13225349386590196,scene-0245,kernel:point_to_voxelidx_kernel
186,i2-i21-0245,-0.05758796291344028,34784.0,34724.645161290326,raw_points,34656.0,True,0.16665594430259162,scene-0245,kernel:determin_voxel_num
186,i2-i21-0245,0.23384367648750026,228539.0,198493.59677419355,voxel_input_points,175320.0,True,0.9198693804200059,scene-0245,latency_ms
186,i2-i21-0245,0.256305800278674,228539.0,198493.59677419355,voxel_input_points,175320.0,True,0.9303257089071666,scene-0245,module:data_preprocessor
186,i2-i21-0245,0.3306206656442296,228539.0,198493.59677419355,voxel_input_points,175320.0,True,0.9368350995571576,scene-0245,kernel:point_to_voxelidx_kernel
186,i2-i21-0245,0.028396118521364453,228539.0,198493.59677419355,voxel_input_points,175320.0,True,0.7590679066896842,scene-0245,kernel:determin_voxel_num
186,i2-i21-0245,0.1239985687572276,15182.0,11427.408602150537,occupied_voxels,9689.0,True,0.8833864929335826,scene-0245,latency_ms
186,i2-i21-0245,0.10939869899263008,15182.0,11427.408602150537,occupied_voxels,9689.0,True,0.8656395304914724,scene-0245,module:data_preprocessor
186,i2-i21-0245,0.05281613134723761,15182.0,11427.408602150537,occupied_voxels,9689.0,True,0.7962505436257175,scene-0245,kernel:point_to_voxelidx_kernel
186,i2-i21-0245,0.12796894962718952,15182.0,11427.408602150537,occupied_voxels,9689.0,True,0.8545091634891071,scene-0245,kernel:determin_voxel_num
186,i2-i21-0245,0.2200661237186642,21344521939.0,15239960514.983871,point_scan_iterations,12577099059.0,True,0.9339261297356647,scene-0245,latency_ms
186,i2-i21-0245,0.23074698608846556,21344521939.0,15239960514.983871,point_scan_iterations,12577099059.0,True,0.9313279014372908,scene-0245,module:data_preprocessor
186,i2-i21-0245,0.23699217223488617,21344521939.0,15239960514.983871,point_scan_iterations,12577099059.0,True,0.8950389199741152,scene-0245,kernel:point_to_voxelidx_kernel
186,i2-i21-0245,0.10514829230904016,21344521939.0,15239960514.983871,point_scan_iterations,12577099059.0,True,0.843983646725187,scene-0245,kernel:determin_voxel_num
