analysis_scope,camera_model,co_runner,condition_id,frame_count,iqr_ms,lidar_model,maximum_ms,median_ms,minimum_ms,mps_mode,normalized_range,p0_ms,p0_p99_range_ms,p1_ms,p25_ms,p50_ms,p5_ms,p75_ms,p95_ms,p99_ms,pair_id,primary_range_ms,sample_count,target_model,width_ms
single-run exploratory descriptive,detr,detr,scene-0434,389,23.821927999999996,pointpillars,77.190981,52.130235,27.01015,off,0.9531853919323403,27.01015,49.68977848,27.40257804,29.475854,52.130235,28.223268,53.297782,54.848031999999996,76.69992848,pointpillars+detr,49.68977848,389,pointpillars,49.68977848
single-run exploratory descriptive,detr,detr,scene-0738,385,24.357361000000004,pointpillars,85.24514,53.846785,28.318406,off,0.9925727532293712,28.318406,53.446851640000006,29.38442552,32.171763,53.846785,30.3269264,56.529124,59.888168999999984,81.76525764,pointpillars+detr,53.446851640000006,385,pointpillars,53.446851640000006
single-run exploratory descriptive,detr,detr,scene-0770,356,24.759641999999996,pointpillars,80.958204,53.252966,27.582564,off,0.605497898464472,27.582564,32.24455899999998,28.07988685,29.6789965,53.252966,28.53233925,54.438638499999996,55.87430125,59.82712299999998,pointpillars+detr,32.24455899999998,356,pointpillars,32.24455899999998
single-run exploratory descriptive,dino,pointpillars,scene-0184,192,1.8938900000000132,pointpillars,102.827518,93.97208,75.451771,off,0.2717790450099648,75.451771,25.539642160000014,81.83033451,93.12221249999999,93.97208,90.4539554,95.0161025,96.7012845,100.99141316000001,pointpillars+dino,25.539642160000014,192,dino,25.539642160000014
single-run exploratory descriptive,dino,pointpillars,scene-0245,195,1.762645500000005,pointpillars,97.529751,91.818532,70.483271,off,0.2681417749087952,70.483271,24.620384140000013,81.77067252,90.851614,91.818532,87.0031339,92.6142595,93.97029239999999,95.10365514000001,pointpillars+dino,24.620384140000013,195,dino,24.620384140000013
single-run exploratory descriptive,dino,pointpillars,scene-0252-fixed,387,1.2350169999999991,pointpillars,97.039842,92.466503,72.539182,off,0.2371793634285055,72.539182,21.931146319999996,86.15803208,91.8112405,92.466503,90.8313651,93.0462575,93.8801916,94.47032832,pointpillars+dino,21.931146319999996,387,dino,21.931146319999996
single-run exploratory descriptive,dino,pointpillars,scene-0398,196,1.7063624999999831,pointpillars,103.468415,92.31657899999999,76.422349,off,0.2076060991168228,76.422349,19.16548485,85.41905235,91.3508965,92.31657899999999,88.336302,93.05725899999999,94.605525,95.58783385,pointpillars+dino,19.16548485,196,dino,19.16548485
single-run exploratory descriptive,dino,pointpillars,scene-0434,201,1.6273060000000044,pointpillars,101.58095,91.463174,73.437546,off,0.2507037641182231,73.437546,22.930161999999996,83.303748,90.346375,91.463174,88.578754,91.973681,93.284943,96.367708,pointpillars+dino,22.930161999999996,201,dino,22.930161999999996
single-run exploratory descriptive,dino,pointpillars,scene-0738,194,2.434579999999997,pointpillars,99.135848,94.347213,74.369551,off,0.24705224827361882,74.369551,23.308691089999996,80.48367590999999,93.06659575,94.347213,90.775977,95.50117575,96.7921426,97.67824209,pointpillars+dino,23.308691089999996,194,dino,23.308691089999996
single-run exploratory descriptive,dino,pointpillars,scene-0770,195,1.9277960000000007,pointpillars,101.046108,92.63205,73.461888,off,0.2486146052041383,73.461888,23.02968054,79.3678719,91.5255105,92.63205,87.2277633,93.4533065,95.13368249999999,96.49156854,pointpillars+dino,23.02968054,195,dino,23.02968054
