analysis_scope,camera_model,co_runner,condition_id,frame_count,iqr_ms,lidar_model,maximum_ms,median_ms,minimum_ms,mps_mode,normalized_range,p0_ms,p0_p99_range_ms,p1_ms,p25_ms,p50_ms,p5_ms,p75_ms,p95_ms,p99_ms,pair_id,primary_range_ms,sample_count,target_model,width_ms
single-run exploratory descriptive,detr,detr,scene-0738,391,15.094152999999999,pointpillars,51.170601,44.308498,29.416989,on,0.4656584748144701,29.416989,20.6326276,29.768621500000002,31.9716425,44.308498,30.227483,47.0657955,49.171689,50.0496166,pointpillars+detr,20.6326276,391,pointpillars,20.6326276
single-run exploratory descriptive,detr,detr,scene-0770,387,13.5951265,pointpillars,50.765801,40.89092,27.993779,on,0.4643968475152917,27.993779,18.989614339999992,28.19474384,29.287004500000002,40.89092,28.5895328,42.882131,45.4904798,46.98339333999999,pointpillars+detr,18.989614339999992,387,pointpillars,18.989614339999992
single-run exploratory descriptive,dino,pointpillars,scene-0184,212,3.942275500000008,pointpillars,92.814974,82.5427455,69.600031,on,0.27313565127295164,69.600031,22.545366549999997,74.26416664,80.83953199999999,82.5427455,78.08011445,84.7818075,88.8302882,92.14539755,pointpillars+dino,22.545366549999997,212,dino,22.545366549999997
single-run exploratory descriptive,dino,pointpillars,scene-0245,212,2.9710905000000025,pointpillars,87.952451,80.297349,68.078388,on,0.240769104718513,68.078388,19.333120829999984,74.75442602,78.90316575,80.297349,76.327343,81.87425625,85.04130115,87.41150882999999,pointpillars+dino,19.333120829999984,212,dino,19.333120829999984
single-run exploratory descriptive,dino,pointpillars,scene-0252-fixed,412,3.5626912500000003,pointpillars,94.342214,81.19503800000001,71.350434,on,0.2190231223242974,71.350434,17.78359073999998,76.04055303,79.58124000000001,81.19503800000001,77.59461375,83.14393125000001,87.14107085,89.13402473999999,pointpillars+dino,17.78359073999998,412,dino,17.78359073999998
single-run exploratory descriptive,dino,pointpillars,scene-0398,209,3.7090900000000033,pointpillars,88.240676,80.925215,68.711043,on,0.23611281452882152,68.711043,19.107480280000004,74.21608784,79.123421,80.925215,76.2515844,82.832511,86.0424288,87.81852328000001,pointpillars+dino,19.107480280000004,209,dino,19.107480280000004
single-run exploratory descriptive,dino,pointpillars,scene-0434,214,3.134973500000015,pointpillars,90.040037,82.789894,76.459624,on,0.16133775494385807,76.459624,13.357135629999988,78.56713484,81.4915415,82.789894,79.46747205,84.62651500000001,88.60130575000001,89.81675962999999,pointpillars+dino,13.357135629999988,214,dino,13.357135629999988
single-run exploratory descriptive,dino,pointpillars,scene-0738,210,4.405834749999997,pointpillars,94.252019,83.393059,68.592795,on,0.29268605136549797,68.592795,24.407985150000002,74.66003039,81.671539,83.393059,78.33230710000001,86.07737374999999,91.02327294999999,93.00078015,pointpillars+dino,24.407985150000002,210,dino,24.407985150000002
single-run exploratory descriptive,dino,pointpillars,scene-0770,209,3.815288999999993,pointpillars,93.154567,81.959514,70.662416,on,0.22557990229175842,70.662416,18.488419160000007,75.14874932000001,80.568835,81.959514,78.0379466,84.384124,88.3211178,89.15083516,pointpillars+dino,18.488419160000007,209,dino,18.488419160000007
single-run exploratory descriptive,dino,dino,scene-0184,286,22.70497925,pointpillars,168.327839,67.8212355,31.239485,on,0.7279836401682774,31.239485,49.3727499,34.4343825,52.37591975,67.8212355,44.045873,75.080899,78.44505375,80.6122349,pointpillars+dino,49.3727499,286,pointpillars,49.3727499
