Input,Model,Layer,Start Timestamp,End Timestamp,Elapsed Time,GPU Turnaround Time,GPU Computation Time,GPU Wait Time,Internal Memcpy Size,External Memcpy Size
adfdfa7db76a429e91d96d92978e26ee,faster-rcnn_r50_fpn_1x_coco,rpn_head.predict,21244293323,21252149833,7.856509999999999,7.707688999999999,5.211345,2.496344,1159568,281
adfdfa7db76a429e91d96d92978e26ee,faster-rcnn_r50_fpn_1x_coco,roi_head.predict,21252163694,21256932140,4.768446,4.659628,2.743259,1.916369,24400,68
5f159acef434415395d80a3b897d9289,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,lidar_decode,21260322740,21260522955,0.200215,0.0,0.0,0.0,0,0
5f159acef434415395d80a3b897d9289,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,e2e,21260540251,21296821818,36.281567,27.659399,19.077371,8.582028000000001,47721040,596630
5f159acef434415395d80a3b897d9289,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,data_preprocessor._call_impl,21268788829,21275282392,6.493563,6.211195,5.81212,0.3990749999999998,6595776,513108
5f159acef434415395d80a3b897d9289,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_voxel_encoder._call_impl,21275336355,21281925971,6.589616,6.542333999999999,6.322108,0.2202259999999993,0,0
add999dbbb41436da833f7c240bd4413,faster-rcnn_r50_fpn_1x_coco,image_encode,21280350515,21299965247,19.614732,0.0,0.0,0.0,0,0
5f159acef434415395d80a3b897d9289,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_middle_encoder._call_impl,21281983729,21282442314,0.4585849999999999,0.403715,0.213314,0.190401,40960000,20
5f159acef434415395d80a3b897d9289,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_backbone._call_impl,21282455936,21284612421,2.156485,2.063443,2.007123,0.0563199999999999,0,0
5f159acef434415395d80a3b897d9289,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_neck._call_impl,21284639598,21285531724,0.892126,0.7980879999999999,0.789192,0.0088959999999999,0,0
5f159acef434415395d80a3b897d9289,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,pts_bbox_head.predict,21285552706,21296772034,11.219328,11.083113,3.932266,7.150846999999999,165264,83502
79e51c3024324a16a2e84a0ec5dc1fcc,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,lidar_decode,21297369622,21297584502,0.21488,0.0,0.0,0.0,0,0
79e51c3024324a16a2e84a0ec5dc1fcc,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,e2e,21297601185,21393375698,95.774513,62.889493,19.472123,43.41736999999999,47698640,579494
b6b71ff5430647ccbe021538f7092bf9,pointpillars_hv_secfpn_sbn-all_8xb4-2x_nus-3d,lidar_encode,21300334265,21347441025,47.10676,0.0,0.0,0.0,0,0
add999dbbb41436da833f7c240bd4413,faster-rcnn_r50_fpn_1x_coco,image_decode,21300594146,21307769984,7.175838,0.0,0.0,0.0,0,0
add999dbbb41436da833f7c240bd4413,faster-rcnn_r50_fpn_1x_coco,e2e,21307816901,21385512812,77.695911,60.804001,30.406174,30.397827,13569744,2999623
add999dbbb41436da833f7c240bd4413,faster-rcnn_r50_fpn_1x_coco,data_preprocessor._call_impl,21324430105,21349132286,24.702181,24.468296,0.3955229999999999,24.072773,12386304,2999274
