adverse_p0_p99_range_ms,adverse_width_ms,analysis_scope,camera_model,clear_baseline_id,clear_p0_p99_range_ms,clear_width_ms,co_runner,condition_id,lidar_model,mps_mode,observed_label,pair_id,percentage_change,target_model,variation_change_ms,variation_factor
70.71254504000001,70.71254504000001,single-run exploratory descriptive,vit-upernet,clear,70.22529079999998,70.22529079999998,vit-upernet,r7p5,centerpoint,on,observed_amplification,centerpoint+vit-upernet,0.6938443891784107,centerpoint,0.48725424000002704,1.006938443891784
46.65992756,46.65992756,single-run exploratory descriptive,vit-upernet,clear,49.71696955999999,49.71696955999999,centerpoint,r15,centerpoint,on,observed_damping,centerpoint+vit-upernet,-6.1488904634677155,vit-upernet,-3.0570419999999885,0.9385110953653228
47.314420680000005,47.314420680000005,single-run exploratory descriptive,vit-upernet,clear,49.71696955999999,49.71696955999999,centerpoint,r25,centerpoint,on,observed_damping,centerpoint+vit-upernet,-4.832452382481822,vit-upernet,-2.4025488799999835,0.9516754761751818
47.268167440000006,47.268167440000006,single-run exploratory descriptive,vit-upernet,clear,49.71696955999999,49.71696955999999,centerpoint,r50,centerpoint,on,observed_damping,centerpoint+vit-upernet,-4.925485486489056,vit-upernet,-2.448802119999982,0.9507451451351094
45.70628296,45.70628296,single-run exploratory descriptive,vit-upernet,clear,49.71696955999999,49.71696955999999,centerpoint,r7p5,centerpoint,on,observed_damping,centerpoint+vit-upernet,-8.067037543709832,vit-upernet,-4.0106865999999854,0.9193296245629017
19.231948249999988,19.231948249999988,single-run exploratory descriptive,yolov3,clear,20.636912019999983,20.636912019999983,yolov3,r15,centerpoint,on,observed_damping,centerpoint+yolov3,-6.808013566363003,centerpoint,-1.4049637699999948,0.93191986433637
17.11267989000001,17.11267989000001,single-run exploratory descriptive,yolov3,clear,20.636912019999983,20.636912019999983,yolov3,r25,centerpoint,on,observed_damping,centerpoint+yolov3,-17.07732303449524,centerpoint,-3.524232129999973,0.8292267696550476
19.51656914,19.51656914,single-run exploratory descriptive,yolov3,clear,20.636912019999983,20.636912019999983,yolov3,r50,centerpoint,on,observed_damping,centerpoint+yolov3,-5.428830044505773,centerpoint,-1.1203428799999813,0.9457116995549423
19.093053999999967,19.093053999999967,single-run exploratory descriptive,yolov3,clear,20.636912019999983,20.636912019999983,yolov3,r7p5,centerpoint,on,observed_damping,centerpoint+yolov3,-7.48105151828824,centerpoint,-1.543858020000016,0.9251894848171176
44.572296120000004,44.572296120000004,single-run exploratory descriptive,yolov3,clear,47.234117680000004,47.234117680000004,centerpoint,r15,centerpoint,on,observed_damping,centerpoint+yolov3,-5.635379024190124,yolov3,-2.66182156,0.9436462097580988
42.88776556,42.88776556,single-run exploratory descriptive,yolov3,clear,47.234117680000004,47.234117680000004,centerpoint,r25,centerpoint,on,observed_damping,centerpoint+yolov3,-9.201721834724463,yolov3,-4.346352120000006,0.9079827816527554
43.66866768,43.66866768,single-run exploratory descriptive,yolov3,clear,47.234117680000004,47.234117680000004,centerpoint,r50,centerpoint,on,observed_damping,centerpoint+yolov3,-7.548463219224477,yolov3,-3.5654500000000056,0.9245153678077552
