adverse_median,adverse_p0_p99_range,adverse_width,clear_baseline_id,clear_median,clear_p0_p99_range,clear_width,condition_id,median_change,metric,mps_mode,observed_label,pair_id,percentage_change,target_model,variation_change_ms,variation_factor
9.832179,18.99385596,18.99385596,clear,10.129324,17.7224286,17.7224286,r7p5,-0.29714500000000044,waiting_ms,on,observed_amplification,3dssd+detr,7.17411472601448,detr,1.2714273600000006,1.0717411472601448
80.8740615,47.07378708,47.07378708,clear,79.685019,45.43616231999999,45.43616231999999,r15,1.1890424999999993,inference_e2e_ms,on,observed_amplification,3dssd+dino,3.6042321278511036,3dssd,1.6376247600000156,1.036042321278511
55.402499500000005,23.88561801,23.88561801,clear,56.004847,24.409076959999993,24.409076959999993,r15,-0.6023474999999934,gpu_kernel_active_ms,on,observed_damping,3dssd+dino,-2.144525787918161,3dssd,-0.5234589499999913,0.9785547421208184
481.0,5.0,5.0,clear,481.0,5.0,5.0,r15,0.0,kernel_count,on,observed_unchanged,3dssd+dino,0.0,3dssd,0.0,1.0
80.205087,46.825541,46.825541,clear,78.96383,45.55520992,45.55520992,r15,1.2412570000000045,kernel_span_ms,on,observed_amplification,3dssd+dino,2.7885527961145185,3dssd,1.2703310799999983,1.0278855279611452
68.02004550000001,46.366519030000006,46.366519030000006,clear,66.867824,45.83577368000001,45.83577368000001,r15,1.1522215000000102,waiting_ms,on,observed_amplification,3dssd+dino,1.1579282019004822,3dssd,0.5307453499999966,1.0115792820190048
33159.0,653.739999999998,653.739999999998,clear,34720.0,256.0,256.0,r15,-1561.0,input_point_count,on,observed_amplification,3dssd+dino,155.3671874999992,3dssd,397.73999999999796,2.553671874999992
512.0,0.0,0.0,clear,512.0,0.0,0.0,r15,0.0,sampled_point_count,on,not_defined_zero_clear_width,3dssd+dino,,3dssd,0.0,
81.0473595,47.779290719999985,47.779290719999985,clear,79.685019,45.43616231999999,45.43616231999999,r25,1.362340500000002,inference_e2e_ms,on,observed_amplification,3dssd+dino,5.156968107248372,3dssd,2.3431283999999977,1.0515696810724837
56.4619235,24.946131779999995,24.946131779999995,clear,56.004847,24.409076959999993,24.409076959999993,r25,0.45707649999999944,gpu_kernel_active_ms,on,observed_amplification,3dssd+dino,2.2002258458199364,3dssd,0.5370548200000016,1.0220022584581994
481.0,5.0,5.0,clear,481.0,5.0,5.0,r25,0.0,kernel_count,on,observed_unchanged,3dssd+dino,0.0,3dssd,0.0,1.0
80.3957125,47.82138918999998,47.82138918999998,clear,78.96383,45.55520992,45.55520992,r25,1.4318825000000004,kernel_span_ms,on,observed_amplification,3dssd+dino,4.974577603702479,3dssd,2.2661792699999737,1.0497457760370248
67.8079985,48.02346235999998,48.02346235999998,clear,66.867824,45.83577368000001,45.83577368000001,r25,0.9401744999999977,waiting_ms,on,observed_amplification,3dssd+dino,4.772884811050004,3dssd,2.1876886799999724,1.0477288481105
33089.0,674.0,674.0,clear,34720.0,256.0,256.0,r25,-1631.0,input_point_count,on,observed_amplification,3dssd+dino,163.28125,3dssd,418.0,2.6328125
512.0,0.0,0.0,clear,512.0,0.0,0.0,r25,0.0,sampled_point_count,on,not_defined_zero_clear_width,3dssd+dino,,3dssd,0.0,
80.667525,46.14009122,46.14009122,clear,79.685019,45.43616231999999,45.43616231999999,r50,0.9825060000000008,inference_e2e_ms,on,observed_amplification,3dssd+dino,1.5492701497154426,3dssd,0.7039289000000153,1.0154927014971544
55.854131,24.60408658,24.60408658,clear,56.004847,24.409076959999993,24.409076959999993,r50,-0.15071599999999563,gpu_kernel_active_ms,on,observed_amplification,3dssd+dino,0.7989225496710883,3dssd,0.19500962000000754,1.0079892254967109
481.0,5.0,5.0,clear,481.0,5.0,5.0,r50,0.0,kernel_count,on,observed_unchanged,3dssd+dino,0.0,3dssd,0.0,1.0
79.968663,45.95067647999999,45.95067647999999,clear,78.96383,45.55520992,45.55520992,r50,1.004833000000005,kernel_span_ms,on,observed_amplification,3dssd+dino,0.8681039132395041,3dssd,0.3954665599999885,1.008681039132395
68.061018,47.650385699999994,47.650385699999994,clear,66.867824,45.83577368000001,45.83577368000001,r50,1.1931940000000054,waiting_ms,on,observed_amplification,3dssd+dino,3.958942708524127,3dssd,1.8146120199999842,1.0395894270852413
32840.0,801.0,801.0,clear,34720.0,256.0,256.0,r50,-1880.0,input_point_count,on,observed_amplification,3dssd+dino,212.890625,3dssd,545.0,3.12890625
512.0,0.0,0.0,clear,512.0,0.0,0.0,r50,0.0,sampled_point_count,on,not_defined_zero_clear_width,3dssd+dino,,3dssd,0.0,
80.497908,47.511352599999995,47.511352599999995,clear,79.685019,45.43616231999999,45.43616231999999,r7p5,0.8128889999999984,inference_e2e_ms,on,observed_amplification,3dssd+dino,4.567265750537564,3dssd,2.075190280000008,1.0456726575053756
56.081536,25.139972439999994,25.139972439999994,clear,56.004847,24.409076959999993,24.409076959999993,r7p5,0.07668900000000178,gpu_kernel_active_ms,on,observed_amplification,3dssd+dino,2.9943593573724447,3dssd,0.7308954800000009,1.0299435935737244
481.0,5.0,5.0,clear,481.0,5.0,5.0,r7p5,0.0,kernel_count,on,observed_unchanged,3dssd+dino,0.0,3dssd,0.0,1.0
79.835227,47.43875106000001,47.43875106000001,clear,78.96383,45.55520992,45.55520992,r7p5,0.8713970000000018,kernel_span_ms,on,observed_amplification,3dssd+dino,4.134633872410443,3dssd,1.8835411400000055,1.0413463387241044
67.48982,47.24062472,47.24062472,clear,66.867824,45.83577368000001,45.83577368000001,r7p5,0.6219959999999958,waiting_ms,on,observed_amplification,3dssd+dino,3.0649663509726643,3dssd,1.4048510399999898,1.0306496635097266
33185.0,648.5199999999968,648.5199999999968,clear,34720.0,256.0,256.0,r7p5,-1535.0,input_point_count,on,observed_amplification,3dssd+dino,153.32812499999875,3dssd,392.5199999999968,2.5332812499999875
512.0,0.0,0.0,clear,512.0,0.0,0.0,r7p5,0.0,sampled_point_count,on,not_defined_zero_clear_width,3dssd+dino,,3dssd,0.0,
77.19110649999999,15.24101499999999,15.24101499999999,clear,76.92815250000001,10.338978830000002,10.338978830000002,r15,0.26295399999997926,inference_e2e_ms,on,observed_amplification,3dssd+dino,47.41315608245604,dino,4.902036169999988,1.4741315608245604
64.06936400000001,9.533868349999999,9.533868349999999,clear,64.137696,9.21151077999999,9.21151077999999,r15,-0.06833199999999806,gpu_kernel_active_ms,on,observed_amplification,3dssd+dino,3.499508144743313,dino,0.3223575700000083,1.0349950814474331
1280.0,0.0,0.0,clear,1280.0,0.0,0.0,r15,0.0,kernel_count,on,not_defined_zero_clear_width,3dssd+dino,,dino,0.0,
76.36732549999999,15.312982849999997,15.312982849999997,clear,76.0989985,10.395831880000003,10.395831880000003,r15,0.2683269999999993,kernel_span_ms,on,observed_amplification,3dssd+dino,47.29925442003198,dino,4.9171509699999945,1.4729925442003198
50.536133500000005,21.259257899999994,21.259257899999994,clear,50.4339765,19.985164690000005,19.985164690000005,r15,0.10215700000000538,waiting_ms,on,observed_amplification,3dssd+dino,6.375194949669383,dino,1.2740932099999895,1.0637519494966938
